strength_config,regime,top8_title_share,ladder,teams_per_drafter,policy,n_eval_tournaments,spearman_mean,spearman_sd,spearman_undefined_frac,skill_variance_share,sigma2_between,sigma2_within,top_tie_rate,winning_score_mean,winning_score_sd,winning_score_p05,winning_score_p95,slot_win_prob_spread,slot_chi2_uniform,champion_undrafted_rate,p_champion_holder_wins,br_slot,slot1_win_prob,slot2_win_prob,slot3_win_prob,slot4_win_prob,slot5_win_prob,slot6_win_prob
synthetic_x0.5,resampled,0.6475799999999999,geometric,6,variance,50000,0.034817557814139324,0.45107368226542194,0.0,0.0018103552931857572,0.2897628808333335,159.700854565,0.00172,41.22076,6.22922346865161,35.0,54.0,0.04429999999999998,0.008740242799999994,0.01112,0.9969763773157512,-1,0.19762,0.17465,0.1631,0.15479,0.15332,0.15652
synthetic_x0.5,resampled,0.6475799999999999,geometric,8,ev_greedy,50000,0.03678497114618865,0.44888423596870647,0.0,0.0018923983527836066,0.3084749855555555,162.74232917666666,0.0024,42.82988,6.149593416283714,36.0,55.0,0.04757,0.0098126924,0.0,0.99426,-1,0.19895,0.1742,0.16654,0.15138,0.15288,0.15605
synthetic_x0.5,resampled,0.6475799999999999,geometric,8,variance,50000,0.03824687297230617,0.45127732571035784,0.0,0.002157750377777859,0.3538259655555557,163.5568239366667,0.00268,42.90644,6.183863398103163,36.0,56.0,0.04483000000000001,0.009166118000000001,0.0,0.99466,-1,0.19811,0.1755,0.16284,0.15437,0.15328,0.1559
synthetic_x1,resampled,0.83736,linear,4,ev_greedy,50000,0.0595456789371437,0.44394248548213483,2e-05,0.004659857343213075,0.030263794166666625,6.479549423333334,0.18972,11.7559,1.5311026059673467,10.0,14.0,0.039698333333333335,0.006658868813333328,0.00938,0.56472209323454,-1,0.18587366666666666,0.1793073333333333,0.14617533333333332,0.16696433333333335,0.167667,0.15401233333333333
synthetic_x1,resampled,0.83736,linear,4,variance,50000,0.11211904070100716,0.44491356061883663,2e-05,0.017229635111531763,0.11528434611111109,6.556676866666667,0.18508,11.732,1.535687468204387,10.0,14.0,0.048926,0.010676478765333335,0.01032,0.568782502088217,-1,0.18032033333333333,0.19499633333333333,0.147722,0.16397433333333333,0.16691666666666663,0.14607033333333333
synthetic_x1,resampled,0.83736,linear,5,ev_greedy,50000,0.07890913737881179,0.4441436511317078,0.0,0.00798524602488822,0.05814745527777774,7.2220830750000005,0.1771,13.09072,1.618891559555488,11.0,16.0,0.05294166666666664,0.012816039793333322,0.00212,0.5371046618831924,-1,0.19712633333333332,0.1845413333333333,0.147948,0.16502833333333333,0.16117133333333333,0.14418466666666668
synthetic_x1,resampled,0.83736,linear,5,variance,50000,0.1343770492105906,0.44100362827443734,0.0,0.02380358550052258,0.17858253999999996,7.2879236149999995,0.17568,13.09052,1.62508034558295,11.0,16.0,0.064885,0.022522118560000005,0.00216,0.5402439268820652,-1,0.19669233333333333,0.204719,0.144084,0.1571783333333333,0.15749233333333335,0.139834
synthetic_x1,resampled,0.83736,linear,6,ev_greedy,50000,0.05317152837361083,0.4450989302258239,0.0,0.0038328246738311496,0.03000955416666665,7.800310928333333,0.1714,14.06096,1.6790485038854595,12.0,17.0,0.03135566666666664,0.004325972011999998,8e-05,0.5087086966957357,-1,0.17953766666666665,0.17510366666666666,0.148182,0.169548,0.171492,0.15613666666666665
synthetic_x1,resampled,0.83736,linear,6,variance,50000,0.12109816865960875,0.4422222378831002,0.0,0.01944133756076913,0.15500684638888887,7.793206085,0.17014,14.08212,1.6717584471448022,12.0,17.0,0.04975033333333331,0.010030857845333323,0.0001,0.514960162682935,-1,0.17894199999999996,0.19450099999999998,0.14475066666666667,0.16567233333333334,0.16572099999999998,0.150413
synthetic_x1,resampled,0.83736,linear,8,ev_greedy,50000,0.05729924296113829,0.4426747857336382,0.0,0.004423867412719815,0.03617451999999997,8.136870833333333,0.16774,14.66448,1.703674361373088,12.0,18.0,0.03607399999999997,0.005340520459999994,0.0,0.49798033333333325,-1,0.18299633333333332,0.17537066666666665,0.14692233333333335,0.17140066666666665,0.16818133333333332,0.15512866666666664
synthetic_x1,resampled,0.83736,linear,8,variance,50000,0.12142862430395114,0.4418535273584564,0.0,0.019463994719634246,0.16225505333333326,8.149045663333334,0.16624,14.69592,1.7117053933431419,12.0,18.0,0.04790833333333333,0.011221483534666668,0.0,0.5019366666666667,-1,0.184828,0.19255366666666665,0.14464533333333332,0.16786566666666666,0.1626093333333333,0.147498
synthetic_x1,resampled,0.83736,triangular,4,ev_greedy,50000,0.08255668454984005,0.44392342563193854,0.0,0.007764495384915054,0.5796252975000002,74.15939041166666,0.04296,30.3564,5.055189317918766,24.0,40.0,0.07972666666666667,0.029019862399999985,0.00898,0.8092705831702017,-1,0.21772333333333332,0.19125666666666663,0.1443866666666667,0.15528333333333333,0.15335333333333334,0.13799666666666666
synthetic_x1,resampled,0.83736,triangular,4,variance,50000,0.08489446345647335,0.4453179530779981,0.0,0.008432045056163089,0.6344430408333335,74.53053810833335,0.04082,30.40048,5.1519448531210035,24.0,40.0,0.08007,0.02886874013333334,0.00854,0.8124214121934656,-1,0.21476,0.19481,0.1474133333333333,0.15362666666666666,0.1547,0.13469
synthetic_x1,resampled,0.83736,triangular,5,ev_greedy,50000,0.09107358892865268,0.4440661491775974,0.0,0.010241500837162926,0.8015918763888892,77.54892422333333,0.04822,32.2722,5.262135228212974,25.0,43.0,0.08405666666666667,0.03154673186666665,0.0019,0.7778378919947901,-1,0.21991,0.19246666666666665,0.14594333333333334,0.15272666666666668,0.1531,0.13585333333333333
synthetic_x1,resampled,0.83736,triangular,5,variance,50000,0.09532908425496461,0.4459499761241457,0.0,0.011123753994152998,0.8795681200000003,78.17814083333333,0.04536,32.328,5.368368094682032,25.0,43.0,0.08471000000000001,0.03181977253333334,0.00196,0.7800939842090497,-1,0.216925,0.196375,0.148135,0.15363333333333332,0.15271666666666667,0.132215
synthetic_x1,resampled,0.83736,triangular,6,ev_greedy,50000,0.07871737194659778,0.44630217159152147,0.0,0.007107190181111905,0.5691640086111116,79.58789878666667,0.04782,33.50232,5.379650046016004,26.0,44.0,0.07022333333333336,0.022913939866666677,8e-05,0.7581689868522815,-1,0.212525,0.18789,0.14594166666666666,0.15513333333333332,0.1562083333333333,0.14230166666666663
synthetic_x1,resampled,0.83736,triangular,6,variance,50000,0.078615077333407,0.4462529172757994,0.0,0.00792647293383723,0.6406326188888891,80.14182071666666,0.0459,33.58782,5.468759242058477,26.0,44.0,0.0708166666666667,0.02222430746666669,0.0001,0.7598176484315097,-1,0.209045,0.19059833333333337,0.148505,0.15567666666666666,0.15794666666666665,0.13822833333333331
synthetic_x1,resampled,0.83736,triangular,8,ev_greedy,50000,0.08241048363521794,0.44566957923110184,0.0,0.007764803005387672,0.6278414933333334,80.32118409666667,0.04748,34.17144,5.406322995012414,27.0,44.0,0.07377,0.02444667493333334,0.0,0.7509616666666665,-1,0.21438833333333332,0.18759833333333337,0.14539666666666667,0.156465,0.15553333333333333,0.14061833333333332
synthetic_x1,resampled,0.83736,triangular,8,variance,50000,0.08148040921924042,0.4462045017270103,0.0,0.008447985016393607,0.6896289533333335,80.89631923333334,0.04742,34.25736,5.503857359198183,27.0,45.0,0.07250833333333334,0.023370837266666677,0.0,0.7538716666666666,-1,0.209805,0.19161,0.14799833333333332,0.1568483333333333,0.15644166666666667,0.13729666666666665
synthetic_x1,resampled,0.83736,geometric,4,ev_greedy,50000,0.09228157551368964,0.44611948454535383,0.0,0.011609837638480563,1.6405823666666663,139.73704560166664,0.00056,38.79958,5.06616737027114,34.0,50.0,0.11850333333333335,0.06242969240000002,0.00876,0.999495581292119,-1,0.24315,0.20114,0.14400666666666667,0.1464366666666667,0.14062,0.12464666666666666
synthetic_x1,resampled,0.83736,geometric,4,variance,50000,0.09157913127091788,0.45034995194947414,0.0,0.011977997781106395,1.6978680919444449,140.12839927333334,0.00054,38.82106,5.116491031595776,34.0,50.0,0.11876,0.06239276600000001,0.00866,0.9996267678092279,-1,0.2421,0.20253,0.14587,0.1429,0.14326,0.12334
synthetic_x1,resampled,0.83736,geometric,5,ev_greedy,50000,0.09892941307279816,0.4471459790599352,0.0,0.01354287899802481,1.953228339166666,142.33395641,0.00088,40.24802,5.1053174318155765,35.0,52.0,0.11945,0.06349010240000001,0.00196,0.9988377219349925,-1,0.24376,0.20149,0.14429,0.14605,0.1401,0.12431
synthetic_x1,resampled,0.83736,geometric,5,variance,50000,0.10089167975058723,0.4479436380505677,0.0,0.013934008209352668,2.022475671111111,143.13897887166667,0.00078,40.2832,5.187261103896737,35.0,52.0,0.11924000000000003,0.06316344400000001,0.00202,0.9987775306118359,-1,0.24223666666666668,0.20325666666666664,0.14598,0.14274,0.14279,0.12299666666666666
synthetic_x1,resampled,0.83736,geometric,6,ev_greedy,50000,0.08896301511640009,0.4481190307754002,0.0,0.011191594924348538,1.6255287224999997,143.67931488666667,0.00124,41.15862,5.186395636239102,36.0,53.0,0.11855000000000002,0.06268950680000002,8e-05,0.998019841587327,-1,0.24338,0.20118,0.1442,0.14605,0.14036,0.12483
synthetic_x1,resampled,0.83736,geometric,6,variance,50000,0.0897885566963744,0.45087774708379885,0.0,0.01147711227775319,1.6765878219444448,144.43015198833334,0.00098,41.19304,5.2422262025212145,36.0,53.0,0.11818000000000001,0.06222464000000001,0.00012,0.9978897467696124,-1,0.24176,0.20294,0.14582,0.1429,0.143,0.12358
synthetic_x1,resampled,0.83736,geometric,8,ev_greedy,50000,0.09066854589500574,0.4469140642729869,0.0,0.011616799864802557,1.6935217555555553,144.14217622333334,0.0011,41.68568,5.229202896962404,36.0,53.0,0.11862,0.06283273640000002,0.0,0.99769,-1,0.24345,0.20127,0.14409,0.14599,0.14037,0.12483
synthetic_x1,resampled,0.83736,geometric,8,variance,50000,0.09156839282807454,0.4507170400783262,0.0,0.012020832972082795,1.762624545555556,144.91304198666666,0.0009,41.74228,5.298858405505849,36.0,53.0,0.11827000000000001,0.06229732280000003,0.0,0.99765,-1,0.24177,0.203,0.14579,0.14292,0.14302,0.1235
synthetic_x2,resampled,0.97686,linear,4,ev_greedy,50000,0.0774800325283807,0.44757520836430903,8e-05,0.008696562178274313,0.03728440916666668,4.29582876,0.2265,11.75182,1.2235794570030996,10.0,14.0,0.0391093333333333,0.005272705353333325,0.0001,0.5614788145481214,-1,0.18949399999999997,0.157249,0.1672513333333333,0.15038466666666667,0.16712400000000002,0.168497
synthetic_x2,resampled,0.97686,linear,4,variance,50000,0.23531862621592342,0.4129204405910184,0.0,0.07340076233182642,0.3563480302777777,4.435891701666667,0.22222,11.74878,1.2600271868495538,10.0,14.0,0.03458366666666665,0.005425512641333331,0.0002,0.5557748216309929,-1,0.15948933333333332,0.147622,0.1696913333333333,0.16024633333333335,0.18220566666666665,0.18074533333333334
synthetic_x2,resampled,0.97686,linear,5,ev_greedy,50000,0.09960220237604456,0.4467830368883751,8e-05,0.013031316877542259,0.06104030388888889,4.664295841666666,0.21976,12.8395,1.280351416604051,11.0,15.0,0.06162466666666669,0.014248226028000008,0.0,0.5442809999999999,-1,0.20787466666666668,0.164813,0.16958466666666666,0.14625,0.15785766666666667,0.15362
synthetic_x2,resampled,0.97686,linear,5,variance,50000,0.2245344450624544,0.42270715052999874,2e-05,0.06705722517632587,0.3470148986111111,4.784304161666666,0.21844,12.80492,1.314604044417938,11.0,15.0,0.016448333333333315,0.0015108000000000005,4e-05,0.5370784831393255,-1,0.17443399999999998,0.16626399999999997,0.170965,0.15798566666666666,0.17199566666666666,0.15835566666666664
synthetic_x2,resampled,0.97686,linear,6,ev_greedy,50000,0.07661527277913062,0.4497603160444701,2e-05,0.008910021136843645,0.044318118611111144,4.97670059,0.21394,13.5289,1.3339583164402102,12.0,16.0,0.031581000000000026,0.003882742194666671,0.0,0.5176403333333334,-1,0.1838516666666667,0.155967,0.16745233333333334,0.15227066666666667,0.17165599999999998,0.16880233333333333
synthetic_x2,resampled,0.97686,linear,6,variance,50000,0.2420385460174299,0.42468551215627376,2e-05,0.07906212486283926,0.43425369722222223,5.015572178333333,0.2114,13.60426,1.3596947644232509,12.0,16.0,0.020738666666666683,0.0014970541293333362,0.0,0.5173173333333334,-1,0.175514,0.16601433333333335,0.16747766666666666,0.15477533333333332,0.17161533333333334,0.16460333333333332
synthetic_x2,resampled,0.97686,linear,8,ev_greedy,50000,0.0775697707242821,0.44926056014082694,0.0,0.009238196043450162,0.04696543333333333,5.087400033333333,0.21428,13.75668,1.34498898791031,12.0,16.0,0.033968666666666675,0.004535653170666671,0.0,0.5108616666666668,-1,0.18618433333333334,0.1544883333333333,0.16893566666666665,0.15221566666666667,0.16979,0.16838599999999998
synthetic_x2,resampled,0.97686,linear,8,variance,50000,0.23940443869909372,0.4218586696256837,0.0,0.07895197629535552,0.4455665633333332,5.136111593333332,0.2085,13.87934,1.3675456717784602,12.0,16.0,0.03637933333333335,0.004348194076000005,0.0,0.510776,-1,0.18599933333333335,0.17069733333333334,0.16770200000000002,0.14962,0.16582033333333332,0.160161
synthetic_x2,resampled,0.97686,triangular,4,ev_greedy,50000,0.1110596245344781,0.44382357042369924,0.0,0.014822216115673047,0.8254318402777776,56.04549097333333,0.03724,29.89832,4.074965175016837,25.0,38.0,0.09547333333333333,0.03948266280000001,0.00012,0.8358536357696258,-1,0.22855333333333333,0.18063,0.17599333333333333,0.13308,0.13867,0.14307333333333333
synthetic_x2,resampled,0.97686,triangular,4,variance,50000,0.15951576094341427,0.43358992561360443,0.0,0.029157262824348083,1.6972605738888893,56.345096955,0.03694,29.96588,4.11044472357919,25.0,38.0,0.09703333333333333,0.03954548226666667,0.0001,0.8305863919725306,-1,0.21730666666666665,0.1891,0.18486333333333335,0.12027333333333332,0.14017666666666667,0.14828
synthetic_x2,resampled,0.97686,triangular,5,ev_greedy,50000,0.12016281041187285,0.4442572802451848,0.0,0.018045722002211523,1.0298794452777775,57.07865864333335,0.04748,31.1616,4.160077576199752,26.0,39.0,0.10145333333333337,0.04506717573333335,0.0,0.82228,-1,0.23363,0.18102666666666667,0.17551666666666668,0.13217666666666664,0.13766333333333333,0.13998666666666668
synthetic_x2,resampled,0.97686,triangular,5,variance,50000,0.16694531380672037,0.442269887512821,0.0,0.03254968302217221,1.9405402119444448,57.49121088833333,0.04666,31.24586,4.214002000521594,26.0,39.0,0.10269,0.04516541273333333,0.0,0.8178883333333333,-1,0.221855,0.19304,0.18255333333333332,0.119165,0.13781166666666667,0.145575
synthetic_x2,resampled,0.97686,triangular,6,ev_greedy,50000,0.11087634774219303,0.4424930044895354,0.0,0.015050352532733922,0.8628112452777772,57.62366455333333,0.0493,31.83762,4.2141111441916195,26.0,40.0,0.09267666666666668,0.03626044773333335,0.0,0.81136,-1,0.22680666666666668,0.17848333333333333,0.17525,0.13413,0.14155,0.14378
synthetic_x2,resampled,0.97686,triangular,6,variance,50000,0.1646234113183876,0.44116688328379156,0.0,0.03251809191464944,1.9570255952777784,57.972549683333334,0.04902,31.96962,4.26528041933939,26.0,40.0,0.09881333333333334,0.04031266373333334,0.0,0.8085633333333333,-1,0.21712333333333333,0.19235,0.18166666666666667,0.11831,0.14111,0.14944
synthetic_x2,resampled,0.97686,triangular,8,ev_greedy,50000,0.11149302429426121,0.4425508773442827,0.0,0.015348179775714317,0.8823343966666664,57.76181256666667,0.04938,32.0453,4.222275205383941,27.0,40.0,0.09380499999999994,0.03726947473333331,0.0,0.8101783333333333,-1,0.22775166666666663,0.178085,0.17573833333333336,0.13394666666666669,0.14091166666666666,0.14356666666666665
synthetic_x2,resampled,0.97686,triangular,8,variance,50000,0.16424474708093909,0.44097220080324334,0.0,0.032552332728796866,1.964792273333334,58.127113030000004,0.04958,32.17614,4.27494031541962,27.0,41.0,0.09902333333333332,0.04058888226666667,0.0,0.8067766666666667,-1,0.21747,0.1918,0.18243333333333336,0.11844666666666667,0.1408633333333333,0.14898666666666666
synthetic_x2,resampled,0.97686,geometric,4,ev_greedy,50000,0.12649318062838935,0.44888692849868944,0.0,0.022701971619202656,2.774999805277777,120.59559697166668,0.00012,38.49288,3.6951846104897115,35.0,45.0,0.13550999999999996,0.09621208159999997,0.0001,0.9998999899989999,-1,0.25397,0.20945,0.17611,0.12089,0.11846,0.12112
synthetic_x2,resampled,0.97686,geometric,4,variance,50000,0.16154038551124847,0.4492983109936991,0.0,0.026657445259109448,3.310863816944445,121.16618897833334,0.00012,38.51656,3.771965769515943,35.0,46.0,0.13915999999999998,0.09782440039999997,8e-05,0.9998799903992319,-1,0.2557,0.2071,0.17783,0.1236,0.11923,0.11654
synthetic_x2,resampled,0.97686,geometric,5,ev_greedy,50000,0.13477133921149867,0.44702911071669305,0.0,0.02526989745584408,3.1117453855555555,121.05683174833334,0.00012,39.51404,3.7534574565858607,36.0,47.0,0.13546,0.09621264200000001,0.0,0.99984,-1,0.25394,0.20949,0.17612,0.12089,0.11848,0.12108
synthetic_x2,resampled,0.97686,geometric,5,variance,50000,0.16668667664534667,0.4481774743242777,0.0,0.028555561786527458,3.5688066519444437,121.73183026333332,0.00012,39.52376,3.8392389170771857,36.0,47.0,0.13925000000000004,0.09790511000000003,0.0,0.99982,-1,0.25574,0.20708,0.17788,0.12359,0.11922,0.11649
synthetic_x2,resampled,0.97686,geometric,6,ev_greedy,50000,0.12710723109252361,0.45013866673883474,0.0,0.02255426504774396,2.774628087777777,121.38868562833333,0.0001,40.0759,3.8202799884301677,36.0,47.0,0.13541999999999998,0.09616292599999998,0.0,0.99977,-1,0.25392,0.20948,0.17611,0.12089,0.1185,0.1211
synthetic_x2,resampled,0.97686,geometric,6,variance,50000,0.17067579609163608,0.44717301891468375,0.0,0.02945964977571973,3.6916383588888886,121.97279619166666,8e-05,40.17546,3.8900583271205584,36.0,48.0,0.13916999999999996,0.09787130239999997,0.0,0.9997,-1,0.25575,0.20707,0.17783,0.12356,0.11921,0.11658
synthetic_x2,resampled,0.97686,geometric,8,ev_greedy,50000,0.127763457647964,0.44925487901008576,0.0,0.022814183457578702,2.8104223688888883,121.52163050333334,0.00016,40.26558,3.835174997780414,36.0,48.0,0.13544,0.0961791776,0.0,0.99976,-1,0.25393,0.20948,0.17611,0.12089,0.11849,0.1211
synthetic_x2,resampled,0.97686,geometric,8,variance,50000,0.17182647748755217,0.44752336873307025,0.0,0.0298270578466638,3.7434170588888884,122.12545904333334,0.00012,40.37182,3.90567918390643,36.0,48.0,0.1392,0.09789336319999999,0.0,0.99972,-1,0.25575,0.20707,0.17786,0.12356,0.11921,0.11655
